LON,LAT,EDO,CLAVE_SIH,NOMBRE,ENE
-98.742778,23.725556,TAMS,PASOMOLINA,"Paso de Molina, Tamps. SGT*",14.7
-98.745833,23.726667,TAMS,PDMTP,"Paso de Molina, Tamps.",14.7
-98.867778,24.115,TAMS,PILON,"PilÛn, Tamps. SGT*",14.8
-98.901667,24.138333,TAMS,PILTP,"PilÛn, Tamps.",15.2
-99.555833,24.2475,TAMS,PJMTP,"Pedro JosÈ MÈndez, Tamps.",20.9
-99.219444,26.406111,TAMS,PLASBLANCAS,"Presa Las Blancas SGT, Tamps.",37
-99.5975,24.184167,TAMS,PTODEVALLES,"Puerto de Valles, Tamps. SGT*",17.3
-99.583333,24.183333,TAMS,PVLTP,"Puerto de Valles, Tamps.",21.7
-99.004167,22.845278,TAMS,RFRTP,"RÌo FrÌo, Tamps.",58.4
-98,25.966667,TAMS,RIBTP,"RÌo Bravo, Tamps.",40.73
-99.026111,22.843056,TAMS,RIOFRIO,"RÌo FrÌo, Tamps. SGT*",59
-97.991944,23.259444,TAMS,RSPTP,"Rep˙blica EspaÒola, Tamps.",31.5
-98.285833,26.079722,TAMS,RYATP,"S-J-3-42 Reynosa, Tamps.",55
-98.883333,26.166667,TAMS,RYNTP,"S-J-2-9 Reynosa, Tamps.",55.01
-99.094444,23.022778,TAMS,SBNTP,"Sabinas, Tamps.",15.4
-98.787222,23.083611,TAMS,SGBTP,"San Gabriel, Tamps.",13
-98.210833,23.7675,TAMS,SLMTP,"Soto la Marina, Tamps.",19.5
-98.791389,22.943889,TAMS,SLZTP,"Lic. Emilio Portes Gil, Tamps.",14.6
-99.274167,24.0225,TAMS,STETP,"Santa Engracia, Tamps.",40.7
-98.421944,22.413889,TAMS,TAMESI,"Tamesi, Tamps. SGT*",35.6
-97.878889,22.238611,TAMS,TMPTP,"Tampico, Tamps.",84.9
-98.422778,22.423889,TAMS,TMSTP,"TamesÌ, Tamps.",35.8
-99.434722,24.252222,TAMS,TOMASENO,"El TomaseÒo, Tamps. SGT*",21.8
-97.804167,25.906111,TAMS,VCATP,"Villa C·rdenas, Tamps.",39.52
-98.666389,23.959444,TAMS,VGRTP,"Vicente Guerrero, Tamps.",23.3
-97.8,25.7,TAMS,VHMTP,"Valle Hermoso, Tamps.",20.04
-99.551111,24.566667,TAMS,VSMTP,"Victoria-San Marcos, Tamps.",26.8
-98.563889,19.586111,TLAX,CPPTL,"Calpulalpan, Tlax.",0.01
-97.769722,19.298889,TLAX,CUATL,"Cuapiaxtla, Tlax.",0
-97.6475,19.318056,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",0
-97.911111,19.315833,TLAX,HMTTL,"Huamantla, Tlax.",0
-98.2,19.4,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",0.01
-98.200556,19.556111,TLAX,SJATL,"San JosÈ Atlanga, Tlax.",1
-98.243056,19.219444,TLAX,ZACTL,"Zacatelco, Tlax.",3.5
-97.908056,19.200278,TLAX,ZITTL,"Zitlaltepec, Tlax.",0
-96.843889,19.695833,VER,ACAVC,"Acatl·n, Ver.",53.23
-96.583056,19.161111,VER,ACTOPANVER,"Actopan, Ver SGT*",19.1
-96.5875,19.495,VER,ACTVC,"Actopan, Ver.",26.41
-94.144444,18.141667,VER,AGDVC,"Agua Dulce, Ver.",105.01
-97.68,20.93,VER,ALAVC,"¡lamo Temapache, Ver.",55.01
-97.234722,19.7625,VER,ALTVC,"Altotonga, Ver.",31.57
-95.4375,18.583333,VER,ARCVC,"¡ngel Rosario Cabada, Ver.",80.08
-96.944444,19.588889,VER,BANVC,"Banderillas, Ver.",63
-96.933333,19.483333,VER,BRIVC,"Briones, Ver.",47.54
-94.253889,17.954444,VER,CB2VC,"Planta de Bombeo 2 de La Cangrejera, Ver.",158.5
-95.8,18.3,VER,CCLVC,"Chacaltianguis, Ver.",11.1
-96.994444,19.332778,VER,CDCVC,"Cosautl·n de Carvajal, Ver.",10.02
-96.697778,19.433056,VER,CEGVC,"Cerro Gordo, Ver.",17.7
-96.853611,18.563333,VER,CHMVC,"Chicomapa, Ver.",60.83
-98.155833,21.7375,VER,CHYVC,"Paso de Piedras, Ver.",80.01
-94.406667,18.149722,VER,COATZACOALCOmar,"Coatzacoalcos, Ver. SEMAR*",141.29
-96.939444,19.453889,VER,COAVC,"Coatepec, Ver.",29.28
-94.4,18.1,VER,COTVC,"Coatzacoalcos, Ver.",250.7
-96.374444,19.364722,VER,CRDVC,"Cardel, Ver.",13.01
-96.647222,19.320278,VER,CRRVC,"Carrizal, Ver.",13.56
-95.295833,18.144444,VER,CTTVC,"Coatotolapan, Ver.",21.12
-98.39,21.341389,VER,ELCARDON,"El CardÛn, Ver. SGT*",44.5
-97.458611,21.773611,VER,ELHIGO,"El Higo, Ver. SGT*",75
-98.503889,21.832222,VER,ELOLIVO,"El Olivo, Ver. SGT*",30
-95.970833,19.040833,VER,ELSALADOmar,"El Salado, Ver. SEMAR*",27.85
-96.36,19.405833,VER,ENRVC,"El Naranjillo, Ver.",20
-97.399167,20.2575,VER,ESPVC,"El Espinal, Ver.",3.92
-96.158333,19.068889,VER,ETEVC,"El Tejar, Ver.",27.38
-95.556944,18.270556,VER,GARVC,"Garro, Ver.",34.7
-98.443889,21.777222,VER,HGOVC,"El Higo, Ver.",75
-98.274167,21.160556,VER,HLSVC,"Los Hules, Ver.",39.8
-96.950833,19.181667,VER,HTSVC,"Huatusco, Ver.",30.01
-98.483333,20.533333,VER,HUYVC,"Huayacocotla, Ver.",38.5
-96.554167,19.404167,VER,IDOVC,"Õdolos, Ver.",6.14
-94.666667,17.95,VER,JALVC,"Jaltip·n, Ver.",62.2
-96.241389,19.042778,VER,JAMAPA,"Jamapa, Ver. SGT*",9.8
-95.033333,17.433333,VER,JCRVC,"Jes˙s Carranza, Ver.",50.23
-94.088889,17.873611,VER,JDCVC,"San JosÈ del Carmen, Ver.",86.2
-97.021111,19.603611,VER,JOYVC,"La Joya, Ver.",37.72
-95.35,18.25,VER,LAUVC,"Lauchapan, Ver.",23.82
-94.330833,18.109444,VER,LCAVC,"La Cangrejera, Ver.",131.51
-95.118333,18.415833,VER,LDCVC,"Canseco, Ver.",37.8
-97.231944,18.922778,VER,LGRVC,"Loma Grande, Ver.",0
-96.978333,20.051944,VER,LIBVC,"Libertad, Ver.",60.45
-96.39,19.26,VER,LOFVC,"Loma Fina, Ver.",10
-97.236944,18.925278,VER,LOMAGRANDE,"Loma Grande, Ver. SMN*",3
-94.916667,17.416667,VER,LPEVC,"Las Perlas, Ver.",46.11
-97.1,19.65,VER,LVRVC,"Las Vigas de RamÌrez, Ver.",28.3
-97.048333,20.0675,VER,MDTVC,"MartÌnez de la Torre, Ver.",28.62
-96.333333,19.15,VER,MFAVC,"Manlio Fabio Altamirano, Ver.",0.02
-98.045,20.8325,VER,MILVC,"Milcahual, Ver.",11.8
-94.771111,18.135278,VER,MNZVC,"Minzapan, Ver.",36.67
-96.833333,19.933333,VER,MZNVC,"Misantla, Ver.",70.03
-96.872222,19.65,VER,NAOVC,"Naolinco, Ver.",40.86
-95.516667,18.633333,VER,NLTVC,"Naranjal, Lerdo de Tejada, Ver.",43.92
-98.5125,21.840278,VER,OLVVC,"El Olivo, Ver.",31.8
-97.1,18.85,VER,ORZVC,"Orizaba, Ver.",11.65
-96.97,19.55,VER,OTIVC,"Otilpan, Ver.",56.6
-98.176667,22.06,VER,PANUCO,"P·nuco, Ver. SGT*",43.2
-94.3775,18.103611,VER,PB3VC,"Planta de Bombeo 3 de La Cangrejera, Ver.",116.22
-94.193611,17.872778,VER,PCNVC,"Planta de Bombeo 1 de La Cangrejera, Ver.",113.03
-96.140833,19.041667,VER,PDTVC,"Paso del Toro, Ver.",0.07
-97.814444,21.184444,VER,PEMVC,"Presa el Moralillo, Ver.",62.5
-97.268333,19.545,VER,PEROTESMN,"Perote, Ver. SMN*",1.27
-97.238889,19.580556,VER,PERVC,"Perote, Ver.",7.09
-98.172778,22.053333,VER,PNCVC,"P·nuco, Ver.",43.4
-97.475,20.543333,VER,POZARICA,"Poza Rica, Ver. SGT*",20.5
-97.316667,20.45,VER,PPNVC,"Papantla, Ver.",31.51
-97.478333,20.540833,VER,PRCVC,"Poza Rica, Ver.",18.02
-98.335278,21.293611,VER,PSNVC,"PlatÛn S·nchez, Ver.",64.4
-96.795278,18.888056,VER,PTNVC,"Potrero Nuevo, Ver.",24.54
-95.627778,18.716667,VER,RALVC,"Radar Alvarado, Ver.",41.62
-97.783333,20.883333,VER,SBTVC,"Sombrerete, Ver.",20.88
-95.183333,18.45,VER,SIHVC,"Sihuap·n, Ver.",51.9
-95.133333,17.883333,VER,SJEVC,"San Juan Evangelista, Ver.",38.23
-95.033333,18.516667,VER,SONVC,"Sontecomapan, Ver.",181.53
-96.488889,19.338889,VER,TAMVC,"Tamarindo, Ver.",40
-96.966667,19.45,VER,TAPVC,"Tapachapan, Ver.",45.51
-96.35,18.45,VER,TBLVC,"Tierra Blanca, Ver.",32.7
-96.966667,19.383333,VER,TCOVC,"Teocelo, Ver.",57
-98.409444,21.499722,VER,TEMPOAL,"Tempoal Veracruz, Ver. SGT*",29
-96.860556,19.354722,VER,TEPATLAXCO,"Tepatlaxco, Ver. SGT*",49.6
-94.163333,17.571944,VER,TMOVC,"Tierra Morada, Ver.",178.5
-98.383333,21.517222,VER,TMPVC,"Tempoal, Ver.",33.6
-96.916667,19.811111,VER,TNCVC,"Tenochtitl·n, Ver.",138.7
-97.2225,19.921944,VER,TOMVC,"Tomata, Ver.",56.85
-96.950278,19.233611,VER,TOTVC,"Totutla, Ver.",14.72
-98.139167,21.036944,VER,TRRVC,"Terrerillos, Ver.",12.8
-97.4,20.955556,VER,TXPVC,"Tuxpan, Ver.",64.21
-95.416667,18.466667,VER,TZAVC,"Tres Zapotes, Ver.",47.21
-96.111111,19.154167,VER,VERVC,"Veracruz, Ver.",31.92
-96.613889,19.022222,VER,VTEVC,"Villa Tejeda, Ver.",9.6
-96.85,19.55,VER,XCFVC,"Xalapa CFE, Ver.",45.23
-96.935556,19.547222,VER,XMGVC,"Xalapa Magisterial, Ver.",30.45
-96.916667,19.533333,VER,XOBVC,"Observatorio de Xalapa, Ver.",27.01
-96.871667,19.511667,VER,XOLVC,"Xalapa Olmos, Ver.",29.82
-96.894444,19.555833,VER,XSUVC,Xalapa sumidero,18.24
-97.416667,19.433333,VER,ZALVC,"Zalayeta, Ver.",0
-89.681111,20.649444,YUC,ABAYC,"Abala, Yuc.",50
-89.218889,19.883056,YUC,BECYC,"BecanchÈn, Yuc.",13.01
-89.081667,20.463056,YUC,CANYC,"Cantamayec, Yuc.",124.5
-88.473333,20.389444,YUC,CHIYC,"Chan-Chichimil·, Yuc.",62.5
-89.829444,20.752778,YUC,CHOYC,"Chochol·, Yuc.",47.4
-89.638056,21.03,YUC,CICYC,"Centro de InvestigaciÛn CientÌfica, Yuc.",31.53
-89.501111,21.078889,YUC,CONYC,"Conkal, Yuc.",35.2
-87.676667,21.5125,YUC,CYOYC,"El Cuyo, Yuc.",17.4
-89.583611,20.983889,YUC,EZAYC,"Emiliano Zapata, Yuc.",18.2
-89.644167,20.935278,YUC,FAEYC,"Fuerza AÈrea, Yuc.",19.12
-89.642778,21.048889,YUC,FIYYC,"Fiuady, Yuc.",46.76
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca PenÌnsula de Yucat·n, Yuc.",18.13
-89.651111,20.946389,YUC,MEOYC,"Observatorio de MÈrida, Yuc.",20.54
-89.4375,21.105556,YUC,MOCYC,"Mococha, Yuc.",28.9
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",21.62
-89.394722,20.291111,YUC,OXKUTZCAB,"Oxkutzcab, Yuc. SMN*",14.6
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",16.02
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",48.03
-89.653889,21.275833,YUC,PROYC,"Progreso, Yuc.",15.91
-88.160278,21.571111,YUC,RILYC,"RÌo Lagartos, Yuc. SMN*",21.2
-88.160556,21.571667,YUC,RLAYC,"RÌo Lagartos, Yuc.",36.01
-89.046944,20.030278,YUC,TANYC,"TantaquÌn, Yuc.",31.1
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",51.82
-88.1725,21.158611,YUC,TIZYC,"TizimÌn, Yuc.",52.12
-88.204167,20.69,YUC,VALYC,"Valladolid, Yuc.",57.4
-103.225278,22.327222,ZAC,ACHZC,"Achimec, Zac.",26.6
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",9.72
-102.953333,22.824167,ZAC,BTEZC,"RamÛn LÛpez Velarde, Zac.",12.2
-102.896111,21.997222,ZAC,CHIZC,"El Chique, Zac.",20.42
-102.347222,22.453056,ZAC,CUAZC,"Ciudad CuauhtÈmoc, Zac.",13
-103.098333,23.693333,ZAC,ELCZC,"El Cazadero, Zac.",7.51
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",6.02
-103.35,21.645833,ZAC,EXCZC,"Miguel Alem·n, Zac.",10.43
-102.890833,23.173889,ZAC,FREZC,"Fresnillo, Zac.",10.7
-102.506667,22.746667,ZAC,GPEZC,"Guadalupe, Zac.",8.01
-102.46,22.4875,ZAC,GRCZC,"Genaro Codina, Zac.",6.02
-103.397778,24.281667,ZAC,JALZC,"Juan Aldama, Zac.",5.62
-103.114167,21.404722,ZAC,JCHZC,"Juchipila, Zac.",9.4
-103.001944,22.642778,ZAC,JERZC,"Jerez, Zac.",6.6
-102.566944,22.778889,ZAC,LBUZC,"La Bufa, Zac.",7.7
-103.603056,22.686944,ZAC,LFLZC,"La Florida, Zac.",2.51
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",20.8
-103.382778,22.845278,ZAC,LOBZC,"Manuel Felgueres, Zac.",13.5
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",13.61
-103.216944,23.18,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",8
-103.363889,21.2125,ZAC,MORZC,"Mezquital del Oro, Zac.",22.02
-103.561667,22.306944,ZAC,MRSZC,"Monte Escobedo, Zac.",6.02
-102.845556,21.3575,ZAC,NCTZC,"Nochistl·n, Zac.",29.7
-102.615,24.983056,ZAC,NTAZC,"Nuevo Tampico, Zac.",4.8
-102.798056,22.347778,ZAC,PALZC,"Palomas, Zac.",9.8
-101.399167,22.1175,ZAC,PINZC,"Pino Su·rez, Zac.",3.5
-102.903611,21.711111,ZAC,PMOZC,"MoraleÒos, Zac.",15.7
-103.025833,23.816944,ZAC,RGRZC,"RÌo Grande, Zac.",3.61
-102.884444,24.322222,ZAC,SFOZC,"San Francisco, Zac.",9.7
-103.506111,24.288611,ZAC,SGOZC,"Santiago, Zac.",5
-103.636667,23.638889,ZAC,SOMZC,"Sombrerete, Zac.",1.6
-103.495833,22.326667,ZAC,STEZC,"Santa Teresa (Independencia Nacional), Zac.",6
-103.108889,22.923611,ZAC,STRZC,"Santa Rosa, Zac.",18.52
-102.864167,22.120556,ZAC,TAYZC,"Ing. Juli·n Adame Alatorre, Zac.",13.5
-103.879722,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",3
-103.461944,21.468611,ZAC,TGOZC,"Te˙l de Gonz·lez Ortega, Zac.",30.1
-102.786389,21.560556,ZAC,TLAZC,"Tlalchichila, Zac.",25.01
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",14.02
-102.344167,23.288611,ZAC,VCOZC,"Villa de Cos, Zac.",7
-101.916944,22.520278,ZAC,VGOZC,"Villa Gonz·lez Ortega, Zac.",32.32
-101.715833,22.3475,ZAC,VHGZC,"Villa Hidalgo, Zac.",9.7
-103.3375,21.588889,ZAC,VILZC,"JosÈ MarÌa Morelos, Zac.",15.2
-102.576667,22.761389,ZAC,ZACZC,"Zacatecas, Zac.",12.02
