LON,LAT,EDO,CLAVE,ESTACION,oct-19
-99.309167,19.313333,DF,DTLDF,"Desierto de los Leones, Cd. de MÈx.",34.03
-99.15,19.383333,DF,DVLDF,"Del Valle, Cd. de MÈx.",62.23
-99.151944,19.300556,DF,EAZDF,"Estadio Azteca, Cd. de MÈx.",74.93
-99.151944,19.300278,DF,EAZTECA,"Estadio Azteca, Cd. de MÈx. SACMEX*",70.87
-99.271111,19.373889,DF,ELCARTERO,"Tanque el Cartero, Cd. de MÈx. SACMEX*",171.98
-99.066667,19.377778,DF,ELMORALDF,"Lumbrera Cuatro RÌos (El Moral), Cd. de MÈx. SACMEX*",76.96
-99.286667,19.363611,DF,ELYAQUI,"El Yaqui, Cd. de MÈx. SACMEX*",200.45
-99.352778,19.295278,DF,ELZARCO,"El Zarco, MÈx. SACMEX*",196.11
-99.09,19.48,DF,ENP3,"Escuela Nacional Preparatoria 3, Cd. de MÈx. UNAM*",46
-99.196111,19.403611,DF,ENP4,"Escuela Nacional Preparatoria 4, Cd. de MÈx. UNAM*",37.6
-99.286389,19.3625,DF,EYQDF,"El Yaqui, Cd. de MÈx.",200.17
-99.352222,19.295,DF,EZCDF,"El Zarco, Cd. de MÈx.",197.09
-99.091667,19.478056,DF,GCNDF,"km 6+250 (Gran Canal), Cd. de MÈx.",86.8
-99.1325,19.431389,DF,GDF,"Gobierno de la Ciudad de MÈxico, Cd. de MÈx. SACMEX*",77.01
-99.098889,19.458611,DF,GEN101,"Planta Generadora 101, Cd. de MÈx. SACMEX*",93.76
-99.264722,19.304722,DF,HUAYATLA,"Huayatla, Cd. de MÈx. SACMEX*",175.48
-99.2625,19.308056,DF,HYTDF,"Huayatla, Cd. de MÈx.",175.48
-99.181944,19.329722,DF,IIUNAM,"Instituto de IngenierÌa, Cd. de MÈx. UNAM*",78.46
-99.119444,19.496389,DF,INDIOSVER,"Indios Verdes, Cd. de MÈx. UNAM*",75.03
-99.07,19.349722,DF,IZTAPALAPA,"Iztapalapa, Cd. de MÈx. UNAM*",105.5
-98.975,19.339167,DF,LACALDERA,"La Caldera (SubestaciÛn elÈctrica Santa LucÌa), MÈx. SACMEX*",56.944
-99.167778,19.281667,DF,LAJOYA,"La Joya, Cd. de MÈx. UNAM*",121.75
-99.020556,19.345,DF,LAQUEBRADORA,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de MÈx. SACMEX*",38.6
-99.310833,19.333333,DF,LAVENTA,"La Venta, Cd. de MÈx. SACMEX*",257.86
-99.120833,19.489722,DF,LINDAVISTA,"Planta de bombeo Lindavista, Cd. de MÈx. SACMEX*",84.84
-99.069167,19.420833,DF,LOPEZMATEOS,"Planta de bombeo LÛpez Mateos, Cd. de MÈx. SACMEX*",81.78
-99.066667,19.377778,DF,LU4DF,"Lumbrera 4 RÌos, Cd. de MÈx.",80
-99.3,19.340556,DF,LVNDF,"La Venta, Cd. de MÈx.",258.07
-99.283333,19.216667,DF,MAGDF,"Monte Alegre, Cd. de MÈx.",263.17
-99.279722,19.229722,DF,MALEGRE,"Monte Alegre, Cd. de MÈx. SACMEX*",265.42
-99.133889,19.403333,DF,MCARRILLO,Marcos Carrillo Cd. de MÈx. SACMEX*,104.41
-99.133889,19.403333,DF,MCRDF,"Marcos Carrillo, Cd. de MÈx.",104.41
-99.1175,19.356389,DF,MEXICALTZI,"Mexicaltzingo, Cd. de MÈx. UNAM*",112.99
-99.043889,19.3375,DF,MEYEHUALCO,"Meyehualco, Cd. de MÈx. UNAM*",6.14
-99.1275,19.365556,DF,MLIBRE,"Planta de bombeo Municipio Libre, Cd. de MÈx. SACMEX*",115.58
-99.026944,19.187222,DF,MLPDF,"Milpa Alta, Cd. de MÈx.",93.23
-99.233056,19.187778,DF,MZTDF,"Calle Mezontepec (Abasolo), Cd. de MÈx.",180.09
-99.093889,19.246944,DF,NATIVITAS,"Nativitas, Cd. de MÈx. SACMEX*",76.192
-99.045,19.3025,DF,NOPALERA,"Nopalera, Cd. de MÈx. UNAM*",78.73
-99.165278,19.469167,DF,NSMARIA,"Planta de bombeo Nueva Santa MarÌa, Cd. de MÈx. SACMEX*",97.08
-99.096389,19.316389,DF,OCSDF,"Organismo de Cuenca AVM Sur, Cd. de MÈx.",106.16
-99.098611,19.318333,DF,OFICINAGAVM,"Organismo de Cuenca Aguas del Valle de MÈcico Sur, Cd. de MÈx. SACMEX*",105.66
-99.2275,19.294167,DF,PADIERNA,"Padierna, Cd. de MÈx. UNAM*",118.74
-99.193611,19.234444,DF,PAMEZONTEPEC,"Planta Abasolo (Mezontepec), Cd. de MÈx. SACMEX*",179.844
-99.071667,19.415,DF,PANTITLAN,"Pantitl·n, Cd. de MÈx. UNAM*",78.3
-99.100278,19.379167,DF,PBADF,"Planta de Bombeo Aculco, Cd. de MÈx.",90.41
-99.057778,19.433333,DF,PBCDF,"Planta de Bombeo Churubusco L., Cd. de MÈx.",77.22
-99.119444,19.486667,DF,PBLDF,"Planta de Bombeo Lindavista, Cd. de MÈx.",84.84
-99.037778,19.38,DF,PBODF,"Planta de Bombeo U. E. de Oriente, Cd. de MÈx.",74.42
-99.170556,19.435556,DF,PBTDF,"Planta de Bombeo Tizoc, Cd. de MÈx.",108.2
-99.201944,19.423889,DF,PCHAPULTEPEC,"Puerta Chapultepec, Cd. de MÈx. SACMEX*",109.01
-99.2,19.413056,DF,PCHDF,"Puerta Chapultepec, Cd. de MÈx.",108.96
-99.097222,19.455833,DF,PGNDF,"Planta Generadora 101, Cd. de MÈx.",93.98
-99.205556,19.269444,DF,PICACHO,"Picacho, Cd. de MÈx. UNAM*",110.81
-99.076389,19.336944,DF,PLEDF,"Planta de Tratamiento La Estrella, Cd. de MÈx.",121.41
-99.068333,19.420278,DF,PLMDF,"Planta de Bombeo LÛpez Mateos, Cd. de MÈx.",81.78
-99.126389,19.365278,DF,PMLDF,"Planta de Bombeo Municipio Libre, Cd. de MÈx.",115.84
-99.090833,19.246389,DF,PNTDF,"Planta Nativitas, Cd. de MÈx.",102.35
-99.206111,19.436389,DF,POLANCO,"Polanco, Cd. de MÈx. UNAM*",107.11
-99.098889,19.384444,DF,PREPA2,"Prepa 2, Cd. de MÈx. UNAM*",79.36
-99.094722,19.482222,DF,PREPA3,"Prepa 3, Cd. de MÈx. UNAM*",50.12
-99.196111,19.403333,DF,PREPA4,"Prepa 4, Cd. de MÈx. UNAM*",102.8
-99.134722,19.307222,DF,PREPA5,"Prepa 5, Cd. de MÈx. UNAM*",98.11
-99.195,19.3675,DF,PREPA8,"Prepa 8, Cd. de MÈx. UNAM*",105.56
-99.154444,19.513056,DF,PRMDF,"Planta de Tratamiento RÌo Magdalena, Cd. de MÈx.",168.16
-99.154444,19.513056,DF,PRRDF,"Planta de Tratamiento RÌo Remedios, Cd. de MÈx.",81.29
-99.023056,19.299167,DF,PSCDF,"Planta de Tratamiento Santa Catarina, Cd. de MÈx.",86.35
-99.05,19.233333,DF,PSLDF,"Planta San Luis, Cd. de MÈx.",37.59
-99.163889,19.468889,DF,PSNDF,"Planta de Bombeo Nueva Santa MarÌa, Cd. de MÈx.",97.03
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",78.72
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",68.32
-99.126111,19.285833,DF,PVCDF,"Planta de Bombeo Villa Coapa, Cd. de MÈx.",107.19
-99.143056,19.331944,DF,PXTDF,"Planta Xotepingo, Cd. de MÈx.",114.02
-99.167778,19.399167,DF,RADIOCOMDF,"Radio comunicaciÛn, Cd. de MÈx. SACMEX*",118.68
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque Tlalpan, Cd. de MÈx.",139.95
-99.17,19.4,DF,RCMDF,"Radio ComunicaciÛn, Cd. de MÈx.",118.63
-99.264444,19.288611,DF,RIOMAGDALENA,"Planta de Tratamiento RÌo de La Magdalena, Cd. de MÈx. SACMEX*",164.87
-99.190833,19.51,DF,ROSARIODF,"Planta de Tratamiento Rosario, Cd. de MÈx. SACMEX*",68.32
-99.155278,19.515,DF,RREMEDIOS,"RÌo de los Remedios, Cd. de MÈx.SACMEX*",72.91
-99.136944,19.425,DF,SACMEX,"Sistema de Aguas, Cd. de MÈx. UNAM*",96.73
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de MÈx. UNAM*",128.56
-99.266111,19.306389,DF,SANBERNABE,"San BernabÈ, Cd. de MÈx. UNAM*",148.61
-99.239167,19.311667,DF,SANFRANCISCODF,"San Francisco, Cd. de MÈx. SACMEX*",143.76
-99.228056,19.436667,DF,SANJOAQUINDF,"Tanque San JoaquÌn, Cd. de MÈx. SACMEX*",38.86
-99.028889,19.259722,DF,SANLUISDF,"San Luis, Cd. de MÈx. SACMEX*",57.92
-99.265278,19.362222,DF,SANTAFEDF,"Santa Fe (Santa LucÌa), Cd. de MÈx. SACMEX*",157.81
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",217.17
-99.274167,19.33,DF,SBAMEYALCO,"San Bartolo Ameyalco, Cd. de MÈx. SACMEX*",217.2
-99.026111,19.301667,DF,SCATARINADF,"Planta de Tratamiento Santa Catarina, Cd. de MÈx. SACMEX*",77.19
-99.028889,19.338333,DF,SCMDF,"Santa Cruz Meyehualco, Cd. de MÈx.",37.08
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",21.33
-99.046389,19.253611,DF,SGREGORIO,"San Gregorio, Cd. de MÈx. UNAM*",88.91
-99.066667,19.466667,DF,SJADF,"San Juan de AragÛn, Cd. de MÈx.",105.41
-99.17,19.262778,DF,SPEDROMARTIR,"San Pedro M·rtir, Cd. de MÈx. SACMEX*",73.64
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",36.83
-98.960556,19.320833,DF,SSCDF,"SubestaciÛn ElÈctrica Santa Catarina, Cd. de MÈx.",61.73
-99.09,19.190556,DF,SSCUAUTENCO,"San Salvador Cuauhtenco, Cd. de MÈx. SACMEX*",40.41
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de MÈx. UNAM*",171.79
-99.2125,19.360833,DF,TARANGO,"Tarango, Cd. de MÈx. SACMEX*",96.79
-99.141389,19.344444,DF,TAXQUENA,"TaxqueÒa, Cd. de MÈx. UNAM*",105.27
-99.145278,19.555833,DF,TCHALMITA,"Tanque Chalmita, Cd. de MÈx. SACMEX*",70.65
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",70.6
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",171.5
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de MÈx.",198.62
-98.971111,19.210833,DF,TETELCO,"Tetelco, Cd. de MÈx. SACMEX*",83.36
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de MÈx. SMN*",74.94
-99.170556,19.439444,DF,TIZOC,"Planta de bombeo Tizoc, Cd. de MÈx. SACMEX*",124.71
-99.079444,19.282778,DF,TLAHUAC,"San Pedro Tl·huac, Cd. de MÈx. SACMEX*",36.58
-99.220833,19.337778,DF,TLIENZO,"Tanque Lienzo, Cd. de MÈx. SACMEX*",199.74
-99.211667,19.399167,DF,TNGDF,"Tri·ngulo, Cd. de MÈx.",135.12
-99.152778,19.208611,DF,TOPILEJO,"Topilejo, Cd. de MÈx. UNAM*",122.46
-99.135833,19.199444,DF,TOPILEJODF,"Topilejo, Cd. de MÈx. SACMEX*",67.81
-99.082222,19.441111,DF,TPENON,"Tanque PeÒÛn, Cd. de MÈx. SACMEX*",95.04
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de MÈx.",68.83
-99.084722,19.440833,DF,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",95.02
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de MÈx.",129.04
-99.218056,19.397222,DF,TRIANGULO,"Tri·ngulo, Cd. de MÈx. SACMEX*",134.88
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de MÈx.",136.13
-99.228611,19.436389,DF,TSJDF,"Tanque San JoaquÌn, Cd. de MÈx.",69.09
-99.264444,19.359722,DF,TSLDF,"Trif. Santa LucÌa, Cd. de MÈx.",157.47
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de MÈx.",81.54
-99.01,19.250278,DF,TULYEHUALC,"Tulyehualco, Cd. de MÈx. UNAM*",53.58
-99.189444,19.503333,DF,UAMAZC,"UAM Azcapotzalco, Cd. de MÈx. UNAM*",67.72
-99.036944,19.379444,DF,UEDEO,"Planta de bombeo U.H. EjÈrcito de Oriente, Cd. de MÈx. SACMEX*",73.65
-99.181111,19.3475,DF,UNIVERSIDADDF,"Universidad, Cd. de MÈx. SACMEX*",120.38
-99.211667,19.510278,DF,VDCDF,"Vaso de Cristo, MÈx.",68.57
-99.126389,19.286667,DF,VILLACOAPA,"Planta de bombeo Villa Coapa, Cd. de MÈx. SACMEX*",107.19
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de MÈx. UNAM*",95.4
-99.144444,19.332778,DF,XOTEPINGO,"Planta de bombeo Xotepingo, Cd. de MÈx. SACMEX*",113.78
-99.149167,19.372778,DF,ZAPATA,"Zapata, Cd. de MÈx. UNAM*",104.35
-104.066111,25.263333,DGO,AM2DR,"AgustÌn Melgar, Dgo. SMN*",0.5
-104.7,24,DGO,CAGDR,"Campo AgrÌcola, Dgo.",7.31
-104.8,24.516667,DGO,CB2DR,"Caboraca (hidro), Dgo.",38.5
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",38.5
-104.123333,26.521667,DGO,CEBDR,"Ceballos, Dgo.",70.06
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",1.01
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",8
-103.698889,24.871944,DGO,CNCDR,"CuencamÈ, Dgo.",14
-104.75,24.5,DGO,CNTDR,"Canatl·n, Dgo.",34.1
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",12.3
-104.599722,24.094722,DGO,DURANGOob,"Observatorio de Durango, Dgo. SMN*",12.2
-103.960278,24.001667,DGO,FV2DR,"Francisco Villa (hidro), Dgo.",10.01
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",10
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",16.5
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",23.04
-105.955556,25.934722,DGO,GNCDR,"Guanacevit, Dgo.",51.02
-104.9225,24.803889,DGO,GUADR,"GuatimapÈ, Dgo",102.71
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",21
-104.751944,23.960278,DGO,GVHDR,"Guadalupe Victoria, Dgo. (hidro)",21.756
-104.785,23.711389,DGO,LASBAYAS2,"Las Bayas, Dgo. SGT*",29.2
-105.015833,25.594167,DGO,LCRDR,"L·zaro C·rdenas, Dgo.",16.73
-103.283889,25.068056,DGO,LFLDR,"La Flor, Dgo.",2.2
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",36.93
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",63.8
-103.85,25.816667,DGO,MPMDR,"MapimÌ, Dgo.",5.01
-105.0475,23.899167,DGO,NAVDR,"NavÌos Viejos, Dgo.",65.5
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",76
-104.655556,24.237222,DGO,PA2DR,"PeÒa del ¡guila, Dgo. (hidro)",10.45
-104.656667,24.203889,DGO,PAGDR,"PeÒa del ¡guila, Dgo.",10.43
-104.333056,24.538333,DGO,PDCDR,"P·nuco de Coronado, Dgo.",7.67
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",5.52
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",69.01
-104.9,25.75,DGO,RPADR,RADAR PALMITO,25.14
-105.443056,25.225,DGO,SACDR,"SalomÈ Acosta, Dgo.",23.63
-105.331111,26.433056,DGO,SANANTONIO,"San Antonio, Dgo. SGT*",12.75
-102.774444,24.631389,DGO,SANJUANGPE,"San Juan Guadalupe, Dgo. SMN*",0.4
-104.673889,23.873333,DGO,SB2DR,"Santiago Bayacora (hidro), Dgo.",1.55
-105.526667,26.004444,DGO,SBEDR,"San Bernardo, Dgo.",35
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",1.53
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",10.5
-103.079722,24.608333,DGO,SELDR,"Santa Elena, Dgo.",23
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",32.02
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0.05
-104.499444,24.789722,DGO,SJNDR,"San Juan del RÌo, Dgo.",3.5
-104.276944,25.085,DGO,SLCDR,"San Luis del Cordero, Dgo.",40
-105.666667,23.75,DGO,SLTDR,"El Salto, Dgo.",25.5
-105.366667,25.953333,DGO,SMODR,"Santa MarÌa del Oro, Dgo.",48.41
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",25.8
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",30.41
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",33.01
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",68.7
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",15.51
-105.725,25.341111,DGO,TLHDR,"Tepehuanes, Dgo.",34.4
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",16.73
-103.979722,24.810833,DGO,VGCDR,"Vicente Guerrero, Dgo.",36.5
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",27.5
-105.5025,26.440556,DGO,VILLAOCAMPO,"Villa Ocampo, Dgo. SMN*",29.4
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",32.02
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",139.1
-99.749167,16.762778,GRO,ACUGR,"Acapulco, Gro. SMN*",202
-99.516944,17.576389,GRO,AERGR,"Aeropuerto de Chilpancingo, Gro.",118.7
-100.5175,18.075833,GRO,AFIGR,"AndrÈs Figueroa, Gro.",228.9
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",76.9
-99.799722,16.751111,GRO,AOMGR,"Observatorio de Aeropuerto de Acapulco, Gro.",224.65
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",156.2
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",559.2
-99.2,18.2,GRO,BVSGR,"Buena Vista, Gro.",154
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",135.2
-99.936667,16.728333,GRO,CBTGR,"CBTIS 14, Gro.",60.65
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",55.1
-100.089444,17.008889,GRO,CDBGR,"Coyuca de BenÌtez, Gro.",99.3
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",157.2
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",55.5
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",187.7
-99.914722,16.879722,GRO,CPRGR,"Colonia Progreso (Calle Durango), Gro.",2.25
-99.851944,16.903889,GRO,CSMGR,"Colonia SimÛn BolÌvar, Gro.",135.95
-99.831944,16.855556,GRO,CUHGR,"Coloso (Unidad Habitacional el Coloso), Gro.",126.75
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",110.5
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",157.7
-99.878889,16.874444,GRO,GTAGR,"La Garita (T˙nel Alto), Gro.",91.25
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",194.4
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",160.9
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",74.9
-99.925278,16.873611,GRO,JNAGR,"Juan N. ¡lvarez, Gro.",5
-99.783333,16.966667,GRO,K21GR,"km 21, Gro.",137.5
-99.845556,16.932222,GRO,LCIGR,"L·zaro C·rdenas (Col. Industrial), Gro.",127.25
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",72.5
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",204
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",204
-99.503056,18.363333,GRO,LDTGR,"Laguna de Tuxpan, Gro.",160.9
-99.918889,16.855,GRO,LMRGR,"La Mira, Gro.",163.5
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",164.5
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",73.7
-98.735,17.777222,GRO,OLNGR,"Olinala, Gro.",195
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",298.5
-102.123056,17.984444,GRO,PETACALCO,"Petacalco, Gro. SMN*",489.6
-99.433333,17.984444,GRO,PETGR,"Petaquillas, Gro.",180.5
-99.915556,16.885,GRO,PSCGR,"Palma Sola-CamarÛn, Gro.",216.4
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",260.6
-99.166111,16.823611,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",204
-100.472778,17.139444,GRO,SJEGR,"San JerÛnimo, Gro.",202.5
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",249.3
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",126.3
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",39.2
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",173.1
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",41.9
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",158.6
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",143.3
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",170.8
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl·n, Gro.",89
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",71.5
-101.545,17.863333,GRO,ZHTGR,"Zihuatanejo, Gro.",183.4
-101.554167,17.645,GRO,ZIHUATANEJO,"Zihuatanejo, Gro. SMN*",172.8
-101.516667,20.433333,GTO,ABSGJ,"Abasolo, Gto.",41.52
-100.716667,20.033333,GTO,ACNGJ,"Ac·mbaro, Gto.",72.06
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",22.52
-100.583333,20.55,GTO,AMCGJ,"Ameche, Gto.",51.52
-101.370833,20.712778,GTO,ANSGJ,"Arandas, Gto.",65.52
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",55.01
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",36.02
-101.631667,21.2925,GTO,BARBOSA,"Barbosa, Gto. ProtecciÛn Civil*",46.83
-101.833333,21.05,GTO,BRRGJ,"El Barrial, Gto.",80.43
-100.816667,20.533333,GTO,CLYGJ,"Celaya, Gto.",43.44
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",23
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",136.8
-101.630278,20.506667,GTO,CORRALEJO,"Corralejo Hidalgo, Gto. ProtecciÛn Civil*",41.32
-101.666667,20.616667,GTO,CRMGJ,"Cuer·maro, Gto.",40.03
-100.95,20.483333,GTO,CRTGJ,"Cort·zar, Gto.",19.02
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",54.91
-101.666667,21.2,GTO,CSTGJ,"Los Castillos, Gto.",113.33
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",65.52
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",80.43
-100.5,20.2,GTO,ECBGJ,"El Cubo, Gto.",56.53
-101.2,20.9,GTO,ECHGJ,"El ChapÌn, Gto.",35.01
-101.366667,20.733333,GTO,ECNGJ,"El Conejo, Gto.",84.12
-101.688056,21.173333,GTO,EPLGJ,"El Palote, Gto.",71.43
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",31
-101.265,21.012222,GTO,GTOGJ,"Guanajuato, Gto.",109.93
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",37.53
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",41.06
-100.516667,20.133333,GTO,JCRGJ,"JerÈcuaro, Gto.",85.4
-100.525833,20.610278,GTO,LADGJ,"Las Adjuntas, Gto.",50.01
-101.286111,20.861944,GTO,LAPURISIMAGJ,"La PurÌsima, Gto. SGT*",41
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",46.51
-101.666667,21.1,GTO,LENGJ,"LeÛn, Gto.",65.03
-100.866667,20.383333,GTO,LGVGJ,"Puente la Gavia, Gto.",96
-101.358889,20.276111,GTO,LJIGJ,"Las JÌcamas, Gto.",33
-101.106944,21.3225,GTO,LQMGJ,"La Quemada, Gto.",100
-101.931944,20.504444,GTO,MABGJ,"Mariano Abasolo, Gto.",29.8
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. ProtecciÛn Civil*",38.09
-101.516667,21.633333,GTO,OCMGJ,"Ocampo, Gto.",21
-100.9,21.1,GTO,PDLGJ,"Puente Dolores, Gto.",56.51
-101.133333,20.516667,GTO,PERGJ,"Pericos, Gto.",27.31
-100.878333,21.105,GTO,PNLGJ,"PeÒuelitas, Gto.",58.2
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",49.17
-101.287778,20.867222,GTO,PRSGJ,"La PurÌsima, Gto.",54.6
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",91.9
-99.831389,21.320833,GTO,SGORDAII,"Sierra Gorda 2, Gto. SMN*",41.8
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",41.1
-101.199444,20.565278,GTO,SLMGJ,"Salamanca, Gto.",32.65
-100.516667,21.3,GTO,SLPGJ,"San Luis de la Paz, Gto.",76.5
-100.667222,20.051667,GTO,SLSGJ,"SolÌs, Gto.",101.03
-100.884722,20.214167,GTO,SLVGJ,"Salvatierra, Gto.",53.34
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",29.22
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",41.8
-101.066667,20.3,GTO,SRTGJ,"Santa Rita, Gto.",47.7
-100.75,20.283333,GTO,TARGJ,"Tarimoro, Gto.",69.13
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",51.22
-100.8,20.5,GTO,TGRGJ,"Tres Guerras, Gto.",61.11
-101.182222,20.388611,GTO,VDSGJ,"Valle de Santiago, Gto.",54.51
-100.0925,21.298889,GTO,XICGJ,"Xich˙, Gto.",81.64
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",36.5
-98.333333,21.016667,HGO,ATCHD,"Atlapexco, Hgo.",286
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",178
-99.36,20.163889,HGO,ENDHD,"EndhÛ, Hgo.",18.51
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",256.51
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",24.1
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",140
-98.757222,20.591667,HGO,LMTHD,"Metztitl·n, Hgo.",62.01
