Estado,Localidad,Clave,Lon,Lat,2018,2019,2020,Tmax,Tmin,Tmed
MICH,"El Gigante, Mich.",EGIMC,-100.45,19.97,159.04,110.71,0.0,26.69354839,4.677419355,15.68548387
MICH,"Guaracha, Mich.",GUAMC,-102.54,19.98,145.1,63.5,1.1,29.38709677,6.516129032,17.951612899999997
MICH,"La Palma, Mich.",LPAMC,-102.75,20.15,6.6,232.2,5.6,23.67741935,9.816129032000001,16.74677419
MICH,"Los Olivos, Mich.",LOLMC,-102.87,19.21,250.0,336.0,0.0,38.09677419,14.5,26.298387100000003
MICH,"Malpaís, Mich.",MLPMC,-100.87,19.83,261.13,105.4,5.7,25.548387100000003,4.064516128999999,14.80645161
MICH,"Maravatío, Mich.",MRVMC,-100.44,19.89,179.01,69.51,15.5,26.08064516,3.516129032,14.7983871
MICH,"Morelia Centro, Mich.",MCEMC,-101.1,19.7,173.31,138.64,10.1,24.03225806,8.309677419,16.17096774
MICH,"Morelia, Mich.",MORMC,-101.18,19.69,230.52,178.03,1.0,24.40322581,7.64516129,16.02419355
MICH,"Pastor Ortiz, Mich.",PORMC,-101.6,20.3,165.02,80.44,1.0,22.58064516,4.838709677,13.70967742
MICH,"Planta de Bombeo, Mich.",PDBMC,-101.05,19.49,249.02,112.01,5.4,24.53225806,5.032258065,14.78225806
MICH,"Sahuayo, Mich.",SAHMC,-102.72,20.07,210.5,128.0,5.0,26.0,5.435483871000001,15.71774194
MICH,"San Juanico, Mich.",SJUMC,-102.65,19.84,169.5,102.8,7.0,25.25806452,7.370967742,16.31451613
MICH,"San Simón, Mich.",SSIMC,-102.4,20.1,150.01,65.51,6.0,26.96774194,12.29032258,19.62903226
MICH,"Urepetiro, Mich.",UREMC,-102.14,19.96,177.39,69.12,1.2,22.90322581,3.14516129,13.02419355
MICH,"Villa Jiménez, Mich.",VJIMC,-101.45,19.55,260.0,78.33,2.4,23.59677419,2.967741935,13.28225806
MICH,"Zicuirán, Mich.",ZICMC,-101.93,18.92,154.04,56.01,0.0,39.87096774,17.12903226,28.5
MOR,"Higuerón, Mor.",HIGMR,-99.18,18.57,220.6,176.5,2.7,28.83870968,12.48387097,20.66129032
MOR,"Jojutla, Mor.",JOJMR,-99.2,18.6,280.2,221.5,0.0,34.17741935,10.69354839,22.43548387
MOR,"Ocuituco, Mor.",OCTMR,-98.76,18.88,416.3,272.0,0.0,26.15483871,8.677419355,17.41612903
NAY,"Gaviotas, Nay.",GAVNR,-105.14,20.89,262.04,8.04,1.0,31.88709677,16.61290323,24.25
NAY,"Tepic, Nay.",TEPNR,-104.89,21.49,146.71,46.72,65.0,28.01290323,13.98709677,21.0
NL,"Aramberri, N.L.",ARRNL,-99.82,24.1,24.4,171.31,4.0,23.53333333,6.1333333329999995,14.83333333
NL,"Carmen de los Elizondo Linares, N. L.",CARNL,-99.44,24.98,21.97,68.77,8.0,22.96428571,7.142857143,15.05357143
NL,"Cerralvo, N.L.",CRVNL,-99.61,26.09,84.44,105.81,13.2,19.27586207,7.0,13.13793103
NL,"Ciénega de Flores, N.L.",CDFNL,-100.17,25.95,140.0,72.0,8.0,20.77586207,7.103448276,13.93965517
NL,"Crucitas, N.L.",CRUNL,-99.7,24.78,152.8,69.5,6.2,21.33928571,7.517857143,14.42857143
NL,"Cuchillo-Solidaridad, N.L.",CCHNL,-99.28,25.71,63.5,103.5,6.8,19.5,9.304347826,14.40217391
NL,"Doctor Arroyo, N.L.",DARNL,-100.17,23.68,111.0,175.0,18.0,22.87096774,6.64516129,14.75806452
NL,"El Canadá, N.L.",CANNL,-100.27,25.8,169.0,12.75,28.8,22.03846154,8.923076923,15.48076923
NL,"El Cerrito, N.L.",ECSNL,-100.2,25.52,62.0,105.0,26.6,21.78571429,5.178571429,13.48214286
NL,"Galeana, N.L.",GALNL,-100.08,24.83,148.84,185.71,19.2,18.19354839,5.225806452,11.70967742
NL,"José López Portillo, N.L.",CPRNL,-99.4,24.94,53.01,54.52,8.5,21.03846154,8.788461538,14.91346154
NL,"La Boca, N.L.",LBCNL,-100.13,25.43,69.91,97.8,36.2,21.12962963,7.314814815,14.22222222
NL,"Mier y Noriega, N.L.",MYNNL,-100.12,23.42,24.63,153.75,15.4,24.29032258,7.129032258,15.70967742
NL,"Monterrey, N.L.",MTRNL,-100.27,25.68,104.81,38.51,22.9,21.875,8.803571429,15.33928571
NL,"Observatorio de Nuevo León, N.L.",OBSNL,-100.3,25.73,104.81,38.51,22.9,22.63461538,9.296153846000001,15.96538462
NL,"San Rafael, N.L.",SRANL,-100.55,25.03,42.02,38.03,48.5,21.58064516,-1.35483871,10.11290323
NL,"Zaragoza, N.L.",ZRGNL,-99.78,23.98,70.0,179.0,6.0,22.51612903,6.4193548389999995,14.46774194
OAX,"Boquilla 1, Oax.",BOQOX,-95.93,16.65,144.4,60.82,1.7,34.32258065,11.19354839,22.75806452
OAX,"Chicapa, Oax.",CHIOX,-94.82,16.58,311.9,169.11,1.5,29.82758621,21.77586207,25.80172414
OAX,"Ixtepeji (S. Catarina I.), Oax.",SCIOX,-96.55,17.27,110.5,135.01,7.5,24.38709677,6.935483871000001,15.66129032
OAX,"Jacatepec, Oax.",JACOX,-96.2,17.87,446.7,678.51,159.0,26.93333333,17.05,21.99166667
OAX,"María Lombardo, Oax.",MAROX,-95.48,17.45,159.32,200.83,118.3,25.75,16.84615385,21.29807692
OAX,"Miguel de la Madrid Hurtado, Oax.",CDOOX,-96.26,18.0,489.3,401.51,203.7,27.36206897,16.72413793,22.04310345
OAX,"Oaxaca Centro, Oax.",OACOX,-96.73,17.07,168.3,112.4,0.7,28.29032258,11.61290323,19.951612899999997
OAX,"Observatorio de Aeropuerto Oaxaca, Oax.",OAOOX,-96.7,17.0,81.21,208.71,0.5,28.351612899999996,9.464516129,18.90806452
OAX,"Observatorio de Huajuapan de León, Oax.",HLOOX,-97.78,17.81,174.7,202.9,0.0,28.53225806,6.687096774,17.60967742
OAX,"Papaloapan, Oax.",PAPOX,-96.08,18.17,304.94,198.11,56.9,27.38461538,19.96153846,23.67307692
OAX,"Presidente Alemán, Oax.",TEMOX,-96.41,18.23,340.5,225.0,76.3,27.85185185,18.37037037,23.11111111
OAX,"Puerto Ángel, Oax.",PTAOX,-96.48,15.67,232.2,120.4,18.5,32.99354839,21.92580645,27.45967742
OAX,"Río Hondo, Oax.",RHOOX,-95.48,16.59,124.5,28.61,0.0,33.16129032,18.90322581,26.03225806
OAX,"Río Manso Lalana, Oax.",RMLOX,-95.92,17.73,254.0,221.2,150.2,28.03703704,17.62962963,22.83333333
OAX,"San Antonio Cuajimoloyas, Oax.",SMAOX,-96.45,17.12,133.42,136.93,3.7,15.25806452,2.677419355,8.967741935
OAX,"San Felipe Usila, Oax.",SFUOX,-96.53,17.88,541.0,269.0,338.0,25.0,15.37931034,20.18965517
OAX,"Valle Nacional, Oax.",VANOX,-96.3,17.78,469.82,409.22,235.4,27.38461538,17.11538462,22.25
OAX,"Zacatepec, Oax.",ZACOX,-95.93,17.15,309.75,181.14,159.3,20.35416667,13.04166667,16.69791667
PUE,"Acajete, Pue.",ACJPB,-97.93,19.06,203.71,180.9,0.0,23.90322581,3.806451613,13.85483871
PUE,"Ahuazontepec, Pue.",AHUPB,-98.15,20.03,151.6,161.0,21.3,18.14516129,1.403225806,9.774193548
PUE,"Alchichilca, Pue.",ACHPB,-97.42,19.45,102.25,64.45,12.7,19.76774194,0.435483871,10.1016129
PUE,"Apapantilla, Pue.",APAPB,-97.84,20.41,294.3,330.2,107.2,27.12903226,15.74193548,21.43548387
PUE,"Capulac, Pue.",CPLPB,-98.06,19.09,214.51,218.22,0.0,21.61290323,5.741935484,13.67741935
PUE,"Chietla, Pue.",CHIPB,-98.58,18.52,236.53,149.51,0.0,30.451612899999997,11.74193548,21.09677419
PUE,"Chignahuapan, Pue.",CNGPB,-98.05,19.74,185.0,180.13,36.5,17.59677419,1.838709677,9.717741935
PUE,"Chila de la Sal, Pue.",CHSPB,-98.57,18.11,263.6,218.0,0.0,33.22580645,6.161290322999999,19.69354839
PUE,"Cholula, Pue.",CHLPB,-98.32,19.07,219.4,233.7,10.1,25.29032258,5.35483871,15.32258065
PUE,"Ciudad Serdán, Pue.",CDSPB,-97.44,18.99,90.1,100.01,4.0,21.83870968,2.903225806,12.37096774
PUE,"Conagua, Pue.",CNAPB,-98.2,19.02,151.11,148.2,16.5,25.09677419,6.661290322999999,15.87903226
PUE,"Cuetzalan, Pue.",CTZPB,-97.52,20.03,428.32,202.54,326.5,21.0,10.64516129,15.82258065
PUE,"Echeverría, Pue.",ECHPB,-98.28,18.97,185.02,137.06,11.0,25.41935484,5.35483871,15.38709677
PUE,"Huaquechula, Pue.",HQCPB,-98.54,18.77,295.6,190.0,0.0,27.70967742,9.774193548,18.74193548
PUE,"Huauchinango, Pue.",HUAPB,-98.05,20.18,246.51,210.1,104.5,20.0,8.517241379,14.25862069
PUE,"Huejotzingo, Pue.",HJTPB,-98.46,19.1,219.73,127.74,8.2,22.0,4.193548387,13.09677419
PUE,"Izúcar de Matamoros, Pue.",IZMPB,-98.47,18.61,255.01,185.0,0.0,24.548387100000003,17.77419355,21.16129032
PUE,"Libres, Pue.",LIBPB,-97.69,19.46,218.52,123.01,14.0,23.29032258,3.935483871,13.61290323
PUE,"Manuel Ávila Camacho, Pue.",BDDPB,-98.11,18.91,137.92,183.92,12.5,22.0,3.322580645,12.66129032
PUE,"Mayorazgo 21 Poniente, Pue.",MAYPB,-98.23,19.01,154.72,210.97,11.7,24.25806452,5.435483871000001,14.84677419
PUE,"Observatorio de Puebla, Pue.",PUOPB,-98.17,19.05,225.4,180.3,5.2,23.57419355,5.993548387000001,14.78387097
PUE,"Oyameles, Pue.",OYAPB,-97.53,19.7,177.04,136.03,37.0,15.38709677,2.322580645,8.85483871
PUE,"Paso Carretas, Pue.",PCRPB,-97.25,18.92,127.5,170.5,18.5,19.548387100000003,3.258064516,11.40322581
PUE,"Piaxtla, Pue.",PIXPB,-98.26,18.2,214.61,179.75,0.0,32.77419355,9.935483871,21.35483871
PUE,"Quimixtlán, Pue.",QUIPB,-97.62,19.25,273.41,231.4,63.5,19.5,6.85,13.175
PUE,"Rancho Nuevo (Ayotoxco), Pue.",RNAPB,-97.4,20.12,180.5,95.51,196.0,23.86206897,16.0,19.93103448
PUE,"Tecamachalco, Pue.",TECPB,-97.75,18.88,116.7,174.3,5.7,23.22580645,4.64516129,13.93548387
PUE,"Tehuacán, Pue.",TEHPB,-97.4,18.48,158.02,166.02,0.0,23.83870968,6.322580645,15.08064516
PUE,"Teotlalco, Pue.",TELPB,-98.78,18.45,322.4,202.0,0.0,34.16129032,8.129032257999999,21.14516129
PUE,"Tepango de Rodríguez, Pue.",TDRPB,-97.79,20.0,257.5,276.7,203.5,22.58064516,5.483870968,14.03225806
PUE,"Tepeyahualco, Pue.",TPYPB,-97.49,19.49,140.0,100.04,17.0,23.09677419,2.032258065,12.56451613
PUE,"Tetela de Ocampo, Pue.",TEOPB,-97.81,19.83,125.01,187.0,39.8,19.43333333,5.533333333,12.48333333
PUE,"Teziutlán, Pue.",TEZPB,-97.36,19.82,168.05,207.51,94.5,21.57692308,6.538461538,14.05769231
PUE,"Tlacotepec de Díaz, Pue.",TLPPB,-96.85,18.4,404.02,320.0,116.0,25.44827586,15.34482759,20.39655172
PUE,"Venustiano Carranza, Pue.",VENPB,-97.68,20.51,217.31,79.2,132.3,25.12903226,6.322580645,15.72580645
PUE,"Zacapoaxtla, Pue.",ZCPPB,-97.58,19.86,155.41,162.7,81.4,17.0,6.7241379310000005,11.86206897
PUE,"Zaragoza, Pue.",ZRGPB,-97.83,20.18,183.0,179.0,79.0,19.80645161,5.032258065,12.41935484
PUE,"Zoquitlán, Pue.",ZOQPB,-97.01,18.33,244.01,320.0,50.0,21.51612903,6.838709677000001,14.17741935
QROO,"Cancún, Q. Roo.",CANQR,-86.82,21.16,240.71,24.2,75.5,30.21785714,21.125,25.67142857
QROO,"Chetumal, Q. Roo.",CHOQR,-88.33,18.5,221.72,136.64,52.0,30.01290323,18.29354839,24.15322581
QROO,"Cozumel, Q. Roo.",COZQR,-86.95,20.51,249.1,44.6,56.2,31.34482759,20.31034483,25.82758621
QROO,"Felipe Carrillo Puerto, Q. Roo.",FCRQR,-88.04,19.58,390.01,37.0,56.9,29.32,16.40333333,22.86166667
QROO,"Playa del Carmen, Q. Roo.",PDCQR,-87.08,20.63,145.1,49.6,106.0,29.36,18.16666667,23.76333333
SIN,"Andrew Weiss, Sin.",AWSSI,-107.47,25.03,182.6,6.51,15.0,29.64516129,9.661290323,19.65322581
SIN,"Bacurato (hidro) presa Gustavo Diaz Ordáz, Sin.",GD2SI,-107.91,25.86,111.01,5.03,19.0,29.35483871,11.32258065,20.33870968
SIN,"Culiacán, Sin.",CLCSI,-107.4,24.82,71.61,2.41,9.0,27.93548387,12.11290323,20.02419355
SIN,"El Sabinal (hidro), Sin.",GB2SI,-108.32,26.08,45.21,0.03,34.5,27.38709677,12.35483871,19.87096774
SIN,"Estación Rancho Viejo, Sin.",RAVSI,-107.76,25.12,14.01,0.03,21.0,30.12903226,10.4516129,20.29032258
SIN,"Guamúchil, Sin.",GMCSI,-108.09,25.47,36.51,3.0,36.6,29.32258065,12.16129032,20.74193548
SIN,"Guasave, Sin.",GSVSI,-108.47,25.72,47.8,0.0,10.2,27.72580645,11.67741935,19.701612899999997
SIN,"Ing. Aurelio Benassini Vizcaino, Sin.",SLTSI,-106.7,24.12,95.01,4.01,35.0,30.19354839,13.35483871,21.77419355
SIN,"Jaina, Sin.",JNASI,-108.01,25.9,60.04,1.04,21.5,28.90322581,9.35483871,19.12903226
SIN,"Josefa Ortiz de Domínguez, Sin.",JORSI,-108.7,26.43,32.0,0.0,0.0,28.14516129,11.79032258,19.96774194
SIN,"José López Portillo, Sin.",JLPSI,-106.81,24.57,172.01,27.0,9.5,29.16129032,12.91935484,21.04032258
SIN,"Las Tortugas, Sin.",TORSI,-105.85,23.09,93.7,7.2,26.0,32.83870968,12.32258065,22.58064516
SIN,"Los Mochis, Sin.",MCHSI,-109.0,25.8,48.3,0.5,0.0,26.16129032,12.72580645,19.44354839
SIN,"Mazatlán, Sin.",MZTSI,-106.4,23.23,16.17,0.42,38.5,27.68709677,16.49032258,22.08870968
SIN,"Miguel Hidalgo, Sin.",PMHSI,-108.58,26.51,77.7,0.0,0.0,28.19354839,8.629032257999999,18.41129032
SIN,"Observatorio de Culiacán, Sin.",OBSSI,-107.44,24.63,65.2,1.6,15.4,29.48709677,12.41290323,20.95
SIN,"San Francisco, Sin.",TBRSI,-107.97,26.94,118.0,11.3,10.4,30.06451613,7.641935483999999,18.85322581
SIN,"San Juan, Sin.",SJNSI,-107.84,25.49,68.13,8.12,21.0,30.17741935,10.43548387,20.30645161
SIN,"San Lorenzo, Sin.",SLRSI,-107.1,24.45,167.51,4.9,2.5,31.14516129,13.72580645,22.43548387
SIN,"Sanalona (hidro), Sin.",SN2SI,-107.16,24.81,110.13,1.81,12.0,31.451612899999997,7.451612902999999,19.451612899999997
SIN,"Siqueros, Sin.",SQRSI,-106.25,23.35,25.83,1.3,25.5,31.82258065,12.25806452,22.04032258
SLP,"Ballesmi, S.L.P.",BLMSL,-98.96,21.75,119.0,113.6,214.6,25.6,14.63571429,20.11785714
SLP,"El Pujal, S.L.P.",PUJSL,-98.94,21.85,143.4,129.2,133.6,26.17037037,14.42592593,20.29814815
SLP,"Gallinas, S.L.P.",GANSL,-99.24,21.91,131.6,194.8,88.0,25.68518519,13.19259259,19.43888889
SLP,"Micos, S.L.P.",MICSL,-99.16,22.12,189.2,280.3,45.4,23.67777778,14.25185185,18.96481481
SLP,"Requetemu, S.L.P.",RQTSL,-98.89,21.42,143.8,310.6,97.4,24.93214286,14.91785714,19.925
SLP,"San Vicente, S.L.P.",SVTSL,-98.62,21.69,94.4,99.4,81.6,24.81428571,14.96428571,19.88928571
SLP,"Tamuín, S.L.P.",TMISL,-98.77,22.0,198.2,91.6,80.2,26.63333333,15.21851852,20.92592593
SLP,"Temamatla, S.L.P.",TMTSL,-98.76,21.24,88.0,351.3,228.2,24.45,15.39285714,19.92142857
SLP,"Tierra Blanca, S.L.P.",TBLSL,-98.86,21.25,202.2,386.4,161.8,24.37241379,15.26206897,19.81724138
SON,"Adolfo Ruíz Cortínes, Son.",ARCSO,-109.11,27.23,38.1,0.0,0.0,25.5,10.9516129,18.22580645
SON,"Altar, Son.",ALTSO,-111.73,30.72,0.0,0.0,7.1,22.29032258,6.019354839,14.15483871
SON,"Arizpe, Son.",ARZSO,-110.17,30.34,18.01,0.0,6.5,18.38709677,0.323225806,9.35516129
SON,"Bacanuchi, Son.",BCNSO,-110.24,30.6,51.51,1.02,10.7,19.83870968,-0.35483871,9.741935483999999
SON,"Bacerac, Son.",BCRSO,-108.93,30.36,19.01,0.01,8.5,18.74193548,-0.580645161,9.080645161
SON,"Cananea, Son.",CNNSO,-110.29,30.98,31.15,6.11,13.0,19.21666667,3.333333333,11.275
SON,"Ciudad Obregón, Son.",COBSO,-109.94,27.5,97.6,0.01,0.0,27.0,8.951612903,17.97580645
SON,"El Cajón, Son.",CJNSO,-110.74,29.47,18.0,0.0,6.5,24.74333333,3.916666667,14.33
SON,"El Oregano, Son.",ORGSO,-110.71,29.23,12.42,0.01,9.2,26.548387100000003,7.64516129,17.09677419
SON,"Empalme, Son.",EPLSO,-110.8,27.95,54.0,0.0,0.0,24.93225806,10.36774194,17.65
SON,"Guaymas, Son.",GYMSO,-110.85,27.95,23.3,0.02,0.0,22.72580645,11.7516129,17.23870968
SON,"Ing. Rodolfo Félix Valdés, Son.",PMOSO,-110.73,29.21,18.23,0.01,2.0,25.3,7.05,16.175
SON,"Lázaro Cárdenas, Son.",LCDSO,-109.38,30.44,29.1,0.0,5.4,19.55,8.15,13.85
SON,"Nogales, Son.",NGLSO,-110.95,31.32,21.2,0.0,14.0,18.41034483,4.451724138,11.43103448
SON,"Observatorio de Hermosillo, Son.",HM2SO,-110.92,29.07,5.51,0.01,2.5,25.39677419,9.287096774,17.34193548
SON,"Santa Rosa 2, Son.",SRSSO,-111.45,30.39,4.51,0.0,21.2,19.16129032,4.032258065,11.59677419
SON,"Sonoyta, Son.",NYNSO,-112.85,31.87,4.6,0.0,10.4,19.451612899999997,3.548387097,11.5
SON,"Tesocoma, Son.",TSOSO,-109.21,27.66,148.5,2.5,3.5,27.048387100000003,5.709677419,16.37903226
SON,"Yécora, Son.",YCRSO,-108.93,28.37,92.22,0.02,7.0,21.24193548,-3.431612903,8.90516129
SON,"Álvaro Obregón, Son.",AOBSO,-109.89,27.82,75.0,0.01,0.0,26.48333333,12.53333333,19.50833333
TAB,"Boca del Cerro, Tab.",BDCTB,-91.48,17.43,125.6,407.8,26.9,28.75,19.0,23.875
TAB,"Cárdenas, Tab.",CARTB,-93.38,18.0,152.7,311.6,92.5,27.14285714,19.05357143,23.09821429
TAB,"El Porvenir, Tab.",EPOTB,-92.81,18.04,230.0,103.1,52.2,27.94642857,18.46428571,23.20535714
TAB,"González, Tab.",GONTB,-93.0,17.98,112.0,175.8,79.1,28.03703704,18.59259259,23.31481481
TAB,"Macuspana, Tab.",MACTB,-92.6,17.77,57.9,327.5,126.2,27.75,18.89583333,23.32291667
TAB,"Oxolotán, Tab.",OXOTB,-92.75,17.39,75.1,295.3,189.7,27.875,19.0625,23.46875
TAB,"Pueblo Nuevo, Tab.",PNVTB,-92.88,17.85,123.7,116.3,51.3,27.64814815,17.98148148,22.81481481
TAB,"Puyacatengo, Tab.",PUYTB,-92.94,17.57,141.4,440.7,144.4,28.17857143,18.51785714,23.34821429
TAB,"Samaria, Tab.",SAMTB,-93.28,18.0,118.6,153.9,54.8,27.14,17.82,22.48
TAB,"San Pedro, Tab.",SPTTB,-91.16,17.79,125.7,377.1,20.5,29.40322581,17.58064516,23.49193548
TAB,"Tapijulapa, Tab.",TAPTB,-92.82,17.47,80.2,257.93,121.7,28.01666667,18.68333333,23.35
TAB,"Teapa, Tab.",TEATB,-92.97,17.57,143.6,307.7,114.1,29.91666667,18.95,24.43333333
TAB,"Villahermosa Muelle, Tab.",EMUTB,-92.92,17.98,191.3,135.2,25.0,28.29583333,20.47083333,24.38333333
TLAX,"Cuapiaxtla, Tlax.",CUATL,-97.77,19.3,220.1,151.26,4.1,22.0,1.967741935,11.98387097
TLAX,"Zitlaltepec, Tlax.",ZITTL,-97.91,19.2,205.02,237.01,0.0,21.06666667,2.8,11.93333333
VER,"Acatlán, Ver.",ACAVC,-96.84,19.7,270.81,308.02,94.1,16.55172414,6.448275862000001,11.5
VER,"Actopan, Ver.",ACTVC,-96.59,19.5,138.61,94.41,71.2,27.32142857,19.25,23.28571429
VER,"Altotonga, Ver.",ALTVC,-97.23,19.76,85.35,403.31,113.8,16.20689655,4.896551724,10.55172414
VER,"Banderillas, Ver.",BANVC,-96.94,19.59,256.5,128.0,113.0,18.32258065,7.612903226,12.96774194
VER,"Briones, Ver.",BRIVC,-96.93,19.48,254.31,263.02,106.2,18.09333333,7.516666667000001,12.805
VER,"Cardel, Ver.",CRDVC,-96.37,19.36,96.45,146.52,32.9,28.11290323,17.58064516,22.84677419
VER,"Coatotolapan, Ver.",CTTVC,-95.3,18.14,74.22,96.85,36.4,26.41666667,16.46666667,21.44166667
VER,"El Higo, Ver.",HGOVC,-98.44,21.78,100.6,130.8,114.6,25.71071429,14.63571429,20.17321429
VER,"El Naranjillo, Ver.",ENRVC,-96.36,19.41,100.0,175.0,76.0,26.25,17.15,21.7
VER,"El Olivo, Ver.",OLVVC,-98.51,21.84,81.2,35.6,65.0,25.16428571,14.63928571,19.90178571
VER,"El Tejar, Ver.",ETEVC,-96.16,19.07,233.1,186.8,54.4,30.22580645,16.41935484,23.32258065
VER,"Huatusco, Ver.",HTSVC,-96.95,19.18,299.51,298.3,64.5,19.18965517,6.379310345,12.78448276
VER,"Jaltipán, Ver.",JALVC,-94.67,17.95,160.1,69.3,210.7,27.33333333,19.22222222,23.27777778
VER,"Jesús Carranza, Ver.",JCRVC,-95.03,17.43,70.0,102.85,79.0,26.64814815,17.36296296,22.00555556
VER,"La Joya, Ver.",JOYVC,-97.02,19.6,316.21,443.81,66.7,15.71428571,3.142857143,9.428571429
VER,"Las Perlas, Ver.",LPEVC,-94.92,17.42,74.8,133.4,66.5,27.03571429,16.53571429,21.78571429
VER,"Las Vigas de Ramírez, Ver.",LVRVC,-97.1,19.65,98.3,216.3,69.0,18.21666667,2.583333333,10.4
VER,"Lauchapan, Ver.",LAUVC,-95.35,18.25,58.42,215.9,91.3,25.80357143,15.69642857,20.75
VER,"Libertad, Ver.",LIBVC,-96.98,20.05,79.48,158.81,138.2,26.14583333,17.0625,21.60416667
VER,"Loma Grande, Ver.",LGRVC,-97.23,18.92,173.02,224.01,25.0,20.19354839,2.451612903,11.32258065
VER,"Manlio Fabio Altamirano, Ver.",MFAVC,-96.33,19.15,140.05,64.04,14.1,27.03793103,17.20689655,22.12241379
VER,"Minzapan, Ver.",MNZVC,-94.77,18.14,174.52,194.62,65.1,25.05555556,17.42592593,21.24074074
VER,"Naolinco, Ver.",NAOVC,-96.87,19.65,352.91,208.94,119.4,18.61111111,8.777777777999999,13.69444444
VER,"Observatorio de Xalapa, Ver.",XOBVC,-96.92,19.53,285.65,261.53,71.3,21.04642857,10.39285714,15.71964286
VER,"Orizaba, Ver.",ORZVC,-97.1,18.85,273.95,390.13,71.2,21.73333333,11.38888889,16.56111111
VER,"Otilpan, Ver.",OTIVC,-96.97,19.55,477.9,281.7,111.8,18.75,9.25,14.0
VER,"Platón Sánchez, Ver.",PSNVC,-98.34,21.29,104.62,154.2,168.0,25.59642857,14.82142857,20.20892857
VER,"Pánuco, Ver.",PNCVC,-98.17,22.05,94.2,169.6,90.8,25.54642857,15.48214286,20.51428571
VER,"San José del Carmen, Ver.",JDCVC,-94.09,17.87,14.0,178.5,55.7,26.56896552,16.05172414,21.31034483
VER,"San Juan Evangelista, Ver.",SJEVC,-95.13,17.88,105.55,160.7,76.5,27.68333333,18.68333333,23.18333333
VER,"Sontecomapan, Ver.",SONVC,-95.03,18.52,103.9,327.6,282.4,25.27777778,14.74074074,20.00925926
VER,"Tamarindo, Ver.",TAMVC,-96.49,19.34,269.03,83.0,130.0,25.76923077,19.46153846,22.61538462
VER,"Tapachapan, Ver.",TAPVC,-96.97,19.45,329.4,301.4,120.2,20.43478261,10.56521739,15.5
VER,"Tempoal, Ver.",TMPVC,-98.38,21.52,39.0,153.6,83.6,26.59642857,14.37857143,20.4875
VER,"Tierra Morada, Ver.",TMOVC,-94.16,17.57,33.0,102.1,119.0,26.42857143,18.05357143,22.24107143
VER,"Totutla, Ver.",TOTVC,-96.95,19.23,415.9,323.49,66.3,21.14814815,9.444444444,15.296296300000002
VER,"Tuxpan, Ver.",TXPVC,-97.4,20.96,77.34,159.82,47.4,24.35172414,16.5,20.42586207
VER,"Veracruz, Ver.",VERVC,-96.11,19.15,335.23,180.8,94.3,26.796296299999998,19.31481481,23.05555556
VER,"Villa Tejeda, Ver.",VTEVC,-96.61,19.02,134.2,119.0,6.0,26.74193548,16.19354839,21.46774194
VER,"Xalapa CFE, Ver.",XCFVC,-96.85,19.55,234.42,268.22,80.0,19.75925926,10.33333333,15.046296300000002
VER,"Álamo Temapache, Ver.",ALAVC,-97.68,20.93,81.01,82.01,58.3,23.36206897,15.32758621,19.34482759
VER,"Ídolos, Ver.",IDOVC,-96.55,19.4,131.91,64.6,31.5,27.81666667,17.96666667,22.89166667
YUC,"Abala, Yuc.",ABAYC,-89.68,20.65,128.0,272.0,20.5,27.38709677,11.62903226,19.50806452
YUC,"Cantamayec, Yuc.",CANYC,-89.08,20.46,132.5,54.0,12.5,29.0,16.43333333,22.71666667
YUC,"Centro de Investigación Científica, Yuc.",CICYC,-89.64,21.03,94.4,163.81,1.8,30.09677419,18.43548387,24.26612903
YUC,"Chocholá, Yuc.",CHOYC,-89.83,20.75,215.2,404.7,19.3,30.05,16.86666667,23.45833333
YUC,"El Cuyo, Yuc.",CYOYC,-87.68,21.51,155.5,23.21,29.9,28.56666667,19.86666667,24.21666667
YUC,"Emiliano Zapata, Yuc.",EZAYC,-89.58,20.98,133.91,258.0,2.5,28.8,18.03333333,23.41666667
YUC,"Fuerza Aérea, Yuc.",FAEYC,-89.64,20.94,97.42,190.22,8.9,30.69285714,18.33571429,24.51428571
YUC,"Mococha, Yuc.",MOCYC,-89.44,21.11,144.5,291.7,9.4,28.80645161,14.12903226,21.46774194
YUC,"Muna, Yuc.",MUNYC,-89.71,20.49,71.61,199.0,30.5,30.5,16.12068966,23.31034483
YUC,"Observatorio de Mérida, Yuc.",MEOYC,-89.65,20.95,107.71,284.01,10.0,29.94482759,18.113793100000002,24.02931034
YUC,"Organismo de Cuenca Península de Yucatán, Yuc.",GARYC,-89.66,20.98,104.82,225.83,9.9,28.26666667,16.43333333,22.35
YUC,"Oxkutzcab, Yuc.",OXKYC,-89.39,20.29,113.03,241.5,28.0,28.72580645,11.64516129,20.18548387
YUC,"Peto, Yuc.",PETYC,-88.93,20.13,246.05,117.04,28.0,30.38709677,14.0483871,22.21774194
YUC,"Progreso, Yuc.",PROYC,-89.65,21.28,119.52,132.5,13.9,28.13461538,18.82692308,23.48076923
YUC,"Ticul, Yuc.",TICYC,-89.56,20.4,103.3,211.71,14.5,28.63793103,15.12068966,21.87931034
YUC,"Tizimín, Yuc.",TIZYC,-88.17,21.16,198.3,186.11,5.2,27.95,15.56666667,21.75833333
YUC,"Valladolid, Yuc.",VALYC,-88.2,20.69,198.82,46.8,11.1,29.69333333,17.68666667,23.69
