LON,LAT,EDO,CLAVE,ESTACION,ene-20
-99.778333,25.2025,NL,INIFAPNL,"INIFAP, N.L. INIFAP*",6.8
-99.975556,25.765,NL,LAARENA,"La Arena, N.L. SGT*",18.5
-100.128056,25.428056,NL,LBCNL,"La Boca, N.L.",36.2
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",3.0
-99.401389,25.898333,NL,LosHerrera,"Los Herrera, N.L. SGT*",4.8
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",17.9
-100.304722,25.733611,NL,MONTERREYob,"Observatorio de Monterrey, N.L. SMN*",4.0
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",13.0
-100.271667,25.6825,NL,MTRNL,"Monterrey, N.L.",22.9
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",15.4
-100.304722,25.733611,NL,OBSNL,"Observatorio de Nuevo LeÛn, N.L.",22.9
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",7.0
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",1.0
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",48.5
-100.446667,25.674444,NL,STACATARINA,"Santa Catarina, N.L. SGT*",25.3
-99.77,25.503611,NL,Tepehuaje,"Cadereyta, N.L. SGT*",7.0
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",6.0
-95.698889,16.009167,OAX,ASTOX,"Astata, Oax.",2.5
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",3.0
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",32.0
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",1.7
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",203.7
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",1.5
-102.712222,21.849167,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",0.0
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",19.2
-96.416667,18.233333,OAX,DPSOX,"Dique Pescaditos, Oax.",121.1
-95.424722,16.436389,OAX,EMAOX,"El MarquÈs (RÌo Tehuantepec), Oax.",0.0
-102.676944,21.9975,OAX,FOYOX,"San Francisco Yosocuta, Oax.",0.0
-97.766667,17.808333,OAX,HDLOX,"Huajuapan de LeÛn, Oax.",0.0
-97.783333,17.8,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",0.0
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",4.8
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",0.0
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",159.0
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Ju·rez, Oax.",0.0
-95.033333,16.433333,OAX,JUCOX,"Juchitan, Oax.",1.0
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",1.2
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",0.0
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",4.3
-97.688333,15.966667,OAX,LCHACAHUA,"Laguna Chacahua, Oax. SMN*",0.0
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",0.0
-95.483333,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",118.3
-95.036389,16.882778,OAX,MROOX,"MatÌas Romero, Oax. SMN*",20.3
-97.249167,17.436667,OAX,NOCHISTLAN,"Nochistl·n, Oax. SMN*",3.6
-97.148889,16.106944,OAX,NOPALA,"Nopala, Oax.*",0.0
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",0.7
-96.7,17,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",0.5
-96.716667,17,OAX,OAXACAob,"Observatorio de Oaxaca, Oax. SMN*",0.4
-96.489722,15.6675,OAX,PANGELob,"Observatorio de Puerto ¡ngel, Oax. SMN*",1.0
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",56.9
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca PacÌfico Sur PIAE, Oax.",0.0
-96.483333,15.666667,OAX,PTAOX,"Puerto ¡ngel, Oax.",18.5
-95.281389,16.476111,OAX,RHOOX,"RÌo Hondo, Oax.",0.0
-95.916667,17.733333,OAX,RMLOX,"RÌo Manso Lalana, Oax.",150.2
-97.725,16.102778,OAX,RVEOX,"RÌo Verde, Oax.",10.0
-95.226667,16.161944,OAX,SALINACRUZob,"Observatorio de Salina Cruz, Oax. SMN*",3.0
-95.165,16.283056,OAX,SBLOX,"San Blas Atempa, Oax.",7.5
-96.55,17.266667,OAX,SCIOX,"Ixtepeji (S. Catarina I.), Oax.",7.5
-95.2,16.183333,OAX,SCROX,"Salina Cruz, Oax.",1.0
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",338.0
-102.189167,21.826667,OAX,SLAOX,"Silacayo·pam, Oax.",0.0
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",3.7
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",204.9
-102,21.896389,OAX,STTOX,"Santiago Teotongo, Oax.",0.0
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",0.0
-96.412222,18.232222,OAX,TEMOX,"Presidente Alem·n, Oax.",76.3
-97.424444,17.550556,OAX,TEPOX,"San Juan Teposcolula, Oax.",1.4
-95.6,16.416667,OAX,TEQOX,"Tequisistl·n, Oax.",0.0
-102.356944,22.121667,OAX,TSLOX,"Heroica Villa Tezoatl·n de Segura y Luna, Oax.",0.0
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",113.0
-96.381389,17.925556,OAX,UCFOX,"CFE-Usila, Oax.",326.1
-94.833333,16.45,OAX,UHGOX,"UniÛn Hidalgo, Oax.",2.0
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",235.4
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",0.0
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",159.3
-98.389444,17.755278,OAX,ZALOX,"Zapotitl·n Lagunas, Oax.",1.8
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",0.0
-102.788333,21.8075,OAX,ZAPOX,"Zapotitl·n Palmas, Oax.",1.0
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",12.7
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",0.0
-98.055,18.277222,PUE,ADOPB,"Acatl·n de Osorio, Pue.",0.0
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",22.0
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",9.0
-98.148056,20.033056,PUE,AHUPB,"Ahuazontepec, Pue.",21.3
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",107.2
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",13.2
-97.881111,20.385833,PUE,AVCPB,"¡vila Camacho, Pue.",95.0
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires, Pue. CFE.",152.7
-98.108611,18.9125,PUE,BDDPB,"Manuel ¡vila Camacho, Pue.",12.5
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serd·n, Pue.",4.0
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",0.0
-97.360833,18.316389,PUE,CHCPB,"Chilac, Pue.",0.0
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",0.0
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",10.1
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",0.0
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",16.5
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",36.5
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",5.3
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",0.0
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan, Pue.",326.5
-98.275556,18.966111,PUE,ECHPB,"EcheverrÌa, Pue.",11.0
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",8.2
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",0.0
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",104.5
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",11.3
-98.466389,18.610833,PUE,IZMPB,"Iz˙car de Matamoros, Pue.",0.0
-97.879167,20.391667,PUE,LACEIBAPUE,"La Ceiba, Pue. SGT*",75.6
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",14.0
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",11.7
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",109.5
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",97.6
-98.000556,20.216667,PUE,NECAXA,"Necaxa, Pue. FENIX*",67.8
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",84.7
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",37.0
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatl·n de Valle, Pue. SGT*",68.1
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",18.5
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",0.0
-97.702778,20.445833,PUE,PTEPALOMAS,"Puente Palomas, Pue. SGT*",144.9
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",71.5
-98.166667,19.05,PUE,PUEBLAob,"Observatorio de Puebla, Pue. SMN*",0.0
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",5.2
-97.616667,19.25,PUE,QUIPB,"Quimixtl·n, Pue.",63.5
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo (Ayotoxco), Pue.",196.0
-98.22,19.113056,PUE,SCRPB,"San CristÛbal Caleras, Pue.",17.5
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",6.0
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",150.7
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",13.5
-97.486389,19.952778,PUE,STLPB,"Sontalaco, Pue. CFE.",152.8
-97.7925,20.004444,PUE,TDRPB,"Tepango de RodrÌguez, Pue.",203.5
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",5.7
-97.395556,18.479167,PUE,TEHPB,"Tehuac·n, Pue.",0.0
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",0.0
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",39.8
-97.794167,20.000833,PUE,TEPPB,"Tepexic, Pue.",80.0
-97.430556,18.468889,PUE,TETPB,"Teopilco, Pue.",0.0
-97.956944,19.815278,PUE,TEZPB,"Teziutl·n, Pue.",94.5
-97.876111,20.315278,PUE,TLAXCALALTON,"Tlaxcalaltongo, Pue. SGT*",152.1
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de DÌaz, Pue.",116.0
-98.040556,20.374167,PUE,TLXPB,"Tlaxco, Pue.",56.0
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",17.0
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",68.3
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",112.8
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",132.3
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Ju·rez, Pue.",104.8
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",81.4
-97.011389,18.332222,PUE,ZOQPB,"Zoquitl·n, Pue.",50.0
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",79.0
-100.354167,20.5025,QRO,BATQT,"El Bat·n, Qro.",5.0
-100.013056,20.691944,QRO,CENID,"Cenid, Qro. INIFAP*",18.7
-100.080278,20.418611,QRO,CNSQT,"ConstituciÛn de 1917, Qro.",13.7
-99.638056,21.441111,QRO,CONCA,"Conca, Qro. INIFAP*",29.0
-100.455833,20.693333,QRO,ELARENAL,"El Arenal, Qro. SGT*",10.3
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",8.0
-100.366667,20.566667,QRO,GHQQT,"Gerencia Hidalgo, Qro.",9.1
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",8.6
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",43.9
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",15.7
-100.23,20.62,QRO,MARQT,"El MarquÈs, Qro.",11.3
-100.366667,20.566667,QRO,OBSQT,"Observatorio de QuerÈtaro, Qro.",8.8
-99.815,21.055833,QRO,PMLQT,"PeÒamiller, Qro.",20.0
-100,20.3625,QRO,SJSQT,"San JosÈ, Qro.",15.7
-87.835556,18.28,QROO,AXCALAK,"Arrecifes Xcalak, Q. Roo. SMN*",53.2
-86.820278,21.156667,QROO,CANQR,"Canc˙n, Q. Roo.",75.5
-88.3275,18.500556,QROO,CHETUMALob,"Observatorio de Chetumal, Q. Roo. SMN*",33.6
-87.300556,18.755556,QROO,CHINCHORROMAR,"Banco Chinchorro, Q. Roo. SEMAR*",90.1
-88.3275,18.500556,QROO,CHOQR,"Chetumal, Q. Roo.",52.0
-86.906944,20.476944,QROO,CO2QR,"Cozumel, Q. Roo. SMN*",33.0
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",56.2
-88.045,19.575556,QROO,FCRQR,"Felipe Carrillo Puerto, Q. Roo.",56.9
-88.703611,19.752222,QROO,JMORELOS,"JosÈ MarÌa Morelos, Q. Roo. SMN*",17.6
-87.486111,21.101944,QROO,KANTUNILKIN,"KantunilkÌn, Q. Roo. SMN*",44.0
-88.923889,18.455278,QROO,NICOLASBRAVO,"Nicol·s Bravo, Q. Roo. SMN*",0.0
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",106.0
-86.946111,20.791111,QROO,SANCARLOSQR,"Rancho San Carlos, Q. Roo. INIFAP*",31.3
-106.654167,24.047222,SIN,ACTSI,"Acatit·n, Sin.",0.0
-109.183333,25.916667,SIN,AHMSI,"Ahome, Sin.",0.0
-107.383333,25.090278,SIN,AL2SI,"El Varejonal (hidro), Sin.",18.0
-107.388333,25.101389,SIN,ALMSI,"Adolfo LÛpez Mateos, Sin.",18.0
-108.7,25.7,SIN,ARCSI,"Adolfo RuÌz CortÌnes, Sin.",0.0
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",15.0
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",40.0
-108.813056,25.763889,SIN,CEVALLEFUERTE,"Campo Experimental Valle del Fuerte, Sin. INIFAP*",0.1
-108.329167,26.736111,SIN,CHXSI,"Choix EstaciÛn, Sin.",0.0
-107.4,24.816667,SIN,CLCSI,"Culiac·n, Sin.",9.0
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",0.0
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",36.5
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",0.0
-108.6175,26.411389,SIN,ELFUERTE,"El Fuerte, Sin. SMN*",0.0
-108.316667,26.083333,SIN,GB2SI,"El Sabinal (hidro), Sin.",34.5
-108.3275,28.95,SIN,GBESI,"Ing. Guillermo Blake Aguilar, Sin.",2.0
-107.911944,25.855278,SIN,GD2SI,"Bacurato (hidro) presa Gustavo Diaz Ord·z, Sin.",19.0
-107.911111,25.856667,SIN,GDOSI,"Gustavo DÌaz Ordaz, Sin.",19.0
-108.091667,25.469444,SIN,GMCSI,"Guam˙chil, Sin.",36.6
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",10.2
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",9.5
-109.333333,25.983333,SIN,HDZSI,"Higuera de Zaragoza, Sin.",0.0
-106.595833,23.955556,SIN,IXPSI,"Ixpalino, Sin.",34.4
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",0.0
-106.807222,24.571667,SIN,JLPSI,"JosÈ LÛpez Portillo, Sin.",9.5
-108.013889,25.9,SIN,JNASI,"Jaina, Sin.",21.5
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de DomÌnguez, Sin.",0.0
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",27.0
-108.35,26.904167,SIN,LD2SI,HUITES (HIDRO),0.0
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",0.0
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",0.0
-106.4,23.233333,SIN,MZTSI,"Mazatl·n, Sin.",38.5
-107.188056,24.251111,SIN,OBISPO,"Obispo, Sin. SMN*",2.8
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiac·n, Sin.",15.4
-109.046111,26.271944,SIN,PATRONATO,"Patronato del Valle del Carrizo, Sin. INIFAP*",0.2
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",0.0
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",17.0
-107.755833,25.124722,SIN,RAVSI,"EstaciÛn Rancho Viejo, Sin.",21.0
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",34.0
-107.843333,25.485556,SIN,SANJUAN,"San Juan, Sin. SMN*",8.0
-106.952778,24.484722,SIN,SCRSI,"Santa Cruz, Sin.",9.0
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",0.0
-107.5,25.3,SIN,SJNSI,"San Juan, Sin.",21.0
-107.1,24.8,SIN,SLRSI,"San Lorenzo, Sin.",2.5
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaino, Sin.",35.0
-107.158333,24.813889,SIN,SN2SI,"Sanalona (hidro), Sin.",12.0
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",12.0
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",25.5
-108.129167,26.9,SIN,TBRSI,"San Francisco, Sin.",10.4
-109.070278,25.590833,SIN,TOPOLOBAMPOmar,"Topolobampo, Sin. SEMAR*",0.0
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",26.0
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",14.0
-108.359722,25.741667,SIN,ZOPSI,"El Zopilote, Sin.",4.1
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",84.1
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",214.6
-99.030833,21.979722,SLP,CDVALLES,"Ciudad Valles, S.L.P. SMN*",51.6
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",88.0
-100.999444,22.2275,SLP,INIFAPSANLUIS,"Instituto Nacional de Investigaciones Forestales, AgrÌcolas y Pecuarias, S.L.P. INIFAP*",21.8
-100.820556,21.88,SLP,IVGSL,"ValentÌn Gama, S.L.P.",9.0
-100.665833,23.6475,SLP,MA2SL,"Matehuala, S.L.P. SMN*",6.6
-98.815556,21.325,SLP,MATLAPAob,"Observatorio de Matlapa, S.L.P. SMN*",53.8
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",8.3
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",45.4
-98.8,21.333333,SLP,MTPSL,"Matlapa, S.L.P.",152.9
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",18.6
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",9.0
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya (San Ciro), S.L.P.",18.3
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",133.6
-99.996389,21.921389,SLP,RIOVERDEob,"Observatorio de RÌo Verde, S.L.P. SMN*",2.2
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",97.4
-99.995,21.931389,SLP,RVDSL,"RÌo Verde, S.L.P.",9.1
-101.011111,23.830278,SLP,SABANILLAS,"Sabanillas, S.L.P. INIFAP*",31.6
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",14.5
-100.983611,22.175833,SLP,SLPOTOSIob,"Observatorio de San Luis Potosi, S.L.P. SMN*",0.4
-101.019167,22.148056,SLP,SLPSL,"San Luis PotosÌ, S.L.P.",11.6
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",69.2
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",81.6
-99.146111,21.822222,SLP,TANCHACHIN,"TanchachÌn, S.L.P. SGT*",170.5
-98.857222,21.246667,SLP,TBLSL,"Tierra Blanca, S.L.P.",161.8
-98.773333,22.003611,SLP,TMISL,"TamuÌn, S.L.P.",80.2
-98.758889,21.241111,SLP,TMTSL,"Temamatla, S.L.P.",228.2
-111.226667,28.904722,SON,ABEJAS,"Abejas, Son. REMAS*",1.4
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",4.5
-102.371667,21.78,SON,AGCSO,"Agua Caliente, Son.",0.5
-109.556111,31.242778,SON,AGUAPRIETA,"km 9 Ejido Agua Prieta, Son. REMAS*",6.0
-109.126944,27.470833,SON,ALGODONES,"Los Algodones, Son. REMAS*",1.3
-111.210278,30.794444,SON,ALMAS,"Las Palmas, Son. REMAS*",9.3
-108.937778,27.021667,SON,ALMSO,"¡lamos, Son.",0.0
-111.733333,30.716667,SON,ALTSO,"Altar, Son.",7.1
-109.8925,27.8225,SON,AOBSO,"¡lvaro ObregÛn, Son.",0.0
-109.106667,27.226111,SON,ARCSO,"Adolfo RuÌz CortÌnes, Son.",0.0
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",0.3
-110.92,29.076667,SON,ARLSO,"Abelardo RodrÌguez Lujan, Son.",2.5
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",6.5
-111.131944,28.964167,SON,BACHATA,"La Bachata, Son. REMAS*",1.5
-109.968889,30.649722,SON,BACOACHI,"Bacoachi, Son. REMAS*",7.5
-111.83,28.75,SON,BAHIAKINO,"BahÌa de Kino, Son. SMN*",0.8
-110.214167,29.97,SON,BANAMICHI,"Ban·michi, Son. REMAS*",2.8
-110.143889,29.673889,SON,BAVIACORA,"Bavi·cora, Son. REMAS*",2.1
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",10.7
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",8.5
-110.015833,27.322222,SON,BLOCK1101,"Block 1101, Son. REMAS*",1.1
-110.157222,27.3175,SON,BLOCK1213,"Block 1213, Son. REMAS*",1.2
-110.259167,27.281111,SON,BLOCK1423,"Block 1423, Son. REMAS*",0.1
-110.043611,27.226111,SON,BLOCK1703,"Block 1703, Son. REMAS*",2.9
-109.801944,27.172222,SON,BLOCK1922,"Block 1922, Son. REMAS*",0.0
-109.661667,27.176389,SON,BLOCK1936,"Block 1936, Son. REMAS*",1.1
-109.902222,27.143056,SON,BLOCK2010,"Block 2010, Son. REMAS*",0.1
-109.831389,26.998611,SON,BLOCK2918,"Block 2918, Son. REMAS*",0.6
-110.219444,27.462222,SON,BLOCK419,"Block 419, Son. REMAS*",1.0
-109.808611,27.386389,SON,BLOCK720,"Block 720, Son. REMAS*",0.3
-110.3425,27.403333,SON,BLOCK731,"Block 731, Son. REMAS*",1.3
-110.343056,27.403056,SON,BLOCK733,"Block 733 Lote 20 Cesave, Son. INIFAP*",1.9
-110.215,30.003611,SON,BNMSO,"Banamichi, Son.",0.0
-110.930278,28.003056,SON,BUENOS,"Buenos Aires Gym, Son. REMAS*",0.1
-112.435278,30.771944,SON,CABORCA,"Caborca, Son. SMN*",3.8
-110.213889,29.97,SON,CADAVERACHI,"Cadaverachi Cesave, Son. INIFAP*",3.5
-110.554444,27.996944,SON,CAMPO,"Campo Selza, Son. REMAS*",2.3
-109.423889,26.965833,SON,CAPETAMAYA,"Capetamaya, Son. REMAS*",0.0
-111.430278,28.889167,SON,CARLITOS,"San Carlitos , Son. REMAS*",2.3
-111.227778,30.045556,SON,CARRIZO,"El Carrizo, Son. REMAS*",1.9
-108.911944,27.321389,SON,CASA,"Casa Colorada, Son. REMAS*",0.1
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",0.0
-109.5,27,SON,CEMAY,"Campo Experimental Valle del Mayo, Son. INIFAP*",1.1
-109.478611,27.106389,SON,CHIHUAHUITASO,"Chihuahuita, Son. REMAS*",0.0
-108.971667,26.797778,SON,CHINO,"Chino Gordo, Son. REMAS*",0.0
-111.763056,29.235833,SON,CHIPILON,"ChipilÛn, Son. REMAS*",0.6
-111.516389,30.873333,SON,CHTSO,"CuauhtÈmoc, Son.",34.5
-110.736389,29.472222,SON,CJNSO,"El CajÛn, Son.",6.5
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",13.0
-109.938056,27.5,SON,COBSO,"Ciudad ObregÛn, Son.",0.0
-109.927222,27.615833,SON,CORRAL,"EstaciÛn Corral,  Son. REMAS*",0.2
-111.556389,30.467222,SON,CORRALES,"Los Corrales, Son. REMAS*",5.9
-112.873056,30.742778,SON,COSTERO,"El Costero, Son. REMAS*",4.3
-110.838889,30.846389,SON,CRISP,"El 15 Crisp, Son. REMAS*",10.4
-112.034722,30.996389,SON,CUCHUJAQUI,"Cuchujaqui, Son. REMAS*",5.6
-111.361111,28.56,SON,CUICHI,"Cuichi, Son. REMAS*",0.9
-109.787222,30.188611,SON,CUMPAS,"Cumpas, Son. REMAS*",6.9
-108.7625,26.603611,SON,CZNSO,"Cazanate, Son.",0.0
-111.723056,29.0625,SON,DOLORES,"Dolores Jam, Son. REMAS*",0.5
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",6.9
-109.051111,26.5,SON,EJIDO21MARZO,"Ejido 21 de Marzo, Son. REMAS*",0.0
-109.218056,29.05,SON,ELCAMPITO,"El Campito Cesave, Son. INIFAP*",3.6
-109.986111,29.116944,SON,ELMATAPE,"El 105 Matape Cesave, Son. INIFAP*",1.3
-110.958056,29.906111,SON,ELRODEO,"El Rodeo Cesave, Son. INIFAP*",2.2
-111.593056,28.98,SON,ELROSARIO2SO,"El Rosario 2, Son. INIFAP*",0.5
-109.886944,28.418889,SON,ELTUNAL,"El Tunal Cesave, Son. INIFAP*",2.4
-110.8,27.95,SON,EMPALMEob,"Observatorio de Empalme, Son. SMN*",0.0
-114.965556,32.060556,SON,ENCINAS,"Encinas Johnson, Son. REMAS*",2.5
-110.8,27.95,SON,EPLSO,"Empalme, Son.",0.0
-111.473889,28.741389,SON,FATIMA,"El Milagro de F·tima, Son. REMAS*",0.4
-110.598889,31.195,SON,FESNOS,"Fresnos Cesave, Son. INIFAP*",8.7
-111.561389,29.090833,SON,GREEN,"Green Stripe, Son. REMAS*",0.9
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",0.0
-110.93,29.078333,SON,HERMOSILLOob,"Observatorio de Hermosillo, Son. SMN*",0.0
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",2.5
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",2.3
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",37.0
-109.299722,29.926667,SON,HUASABAS,"Hu·sabas, Son. REMAS*",2.8
-109.598889,26.823056,SON,HUATABAMPO,"Huatabampo, Son. REMAS*",0.9
-109.3,29.926944,SON,HUEVERA,"Huevera Cesave, Son. INIFAP*",3.9
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",11.4
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",1.5
-110.311111,29.441944,SON,JOAQUIN,"San Joaquin Cesave, Son. INIFAP*",1.9
